Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,710,Canned vegetables,8,Weight in kilograms,46129,,,,46129,,88650,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,112,Belarus,BLR,,,,,,,,710,Canned vegetables,8,Weight in kilograms,484,,,,484,,5709,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,156,China,CHN,,,,,,,,710,Canned vegetables,8,Weight in kilograms,48,,,,48,,152,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,348,Hungary,HUN,,,,,,,,710,Canned vegetables,8,Weight in kilograms,21100,,,,21100,,27016,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,458,Malaysia,MYS,,,,,,,,710,Canned vegetables,8,Weight in kilograms,6000,,,,6000,,20998,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,528,Netherlands,NLD,,,,,,,,710,Canned vegetables,8,Weight in kilograms,1237,,,,1237,,3432,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,616,Poland,POL,,,,,,,,710,Canned vegetables,8,Weight in kilograms,16261,,,,16261,,28943,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,804,Ukraine,UKR,,,,,,,,710,Canned vegetables,8,Weight in kilograms,1000,,,,1000,,2400,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,710,Canned vegetables,8,Weight in kilograms,40974,,,,40974,,110999,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,112,Belarus,BLR,,,,,,,,710,Canned vegetables,8,Weight in kilograms,56,,,,56,,178,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,458,Malaysia,MYS,,,,,,,,710,Canned vegetables,8,Weight in kilograms,23000,,,,23000,,80501,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,616,Poland,POL,,,,,,,,710,Canned vegetables,8,Weight in kilograms,17814,,,,17814,,30039,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,764,Thailand,THA,,,,,,,,710,Canned vegetables,8,Weight in kilograms,104,,,,104,,280,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,711,Preserved vegetables,8,Weight in kilograms,1449242,,,,1449242,,1353094,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,711,Preserved vegetables,8,Weight in kilograms,671200,,,,671200,,693705,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,760,Syria,SYR,,,,,,,,711,Preserved vegetables,8,Weight in kilograms,1700,,,,1700,,4250,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,818,Egypt,EGY,,,,,,,,711,Preserved vegetables,8,Weight in kilograms,772800,,,,772800,,653048,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,842,USA,USA,,,,,,,,711,Preserved vegetables,8,Weight in kilograms,3542,,,,3542,,2090,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,711,Preserved vegetables,8,Weight in kilograms,1310439,,,,1310439,,1211708,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,112,Belarus,BLR,,,,,,,,711,Preserved vegetables,8,Weight in kilograms,12,,,,12,,99,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,711,Preserved vegetables,8,Weight in kilograms,1194752,,,,1194752,,1106741,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,760,Syria,SYR,,,,,,,,711,Preserved vegetables,8,Weight in kilograms,475,,,,475,,1188,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,818,Egypt,EGY,,,,,,,,711,Preserved vegetables,8,Weight in kilograms,115200,,,,115200,,103680,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,711,Preserved vegetables,8,Weight in kilograms,1789518,,,,1789518,,1603463,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,711,Preserved vegetables,8,Weight in kilograms,220190,,,,220190,,260118,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,381,Italy,ITA,,,,,,,,711,Preserved vegetables,8,Weight in kilograms,8,,,,8,,156,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,818,Egypt,EGY,,,,,,,,711,Preserved vegetables,8,Weight in kilograms,1569320,,,,1569320,,1343189,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,712,Dried vegetables,8,Weight in kilograms,17984,,,,17984,,42970,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,152,Chile,CHL,,,,,,,,712,Dried vegetables,8,Weight in kilograms,10,,,,10,,97,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,156,China,CHN,,,,,,,,712,Dried vegetables,8,Weight in kilograms,11844,,,,11844,,31699,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,251,France,FRA,,,,,,,,712,Dried vegetables,8,Weight in kilograms,6,,,,6,,635,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,712,Dried vegetables,8,Weight in kilograms,4525,,,,4525,,5478,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,,,,,,,,712,Dried vegetables,8,Weight in kilograms,160,,,,160,,516,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,699,India,IND,,,,,,,,712,Dried vegetables,8,Weight in kilograms,96,,,,96,,224,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,704,Viet Nam,VNM,,,,,,,,712,Dried vegetables,8,Weight in kilograms,250,,,,250,,250,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,760,Syria,SYR,,,,,,,,712,Dried vegetables,8,Weight in kilograms,900,,,,900,,1771,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,784,United Arab Emirates,ARE,,,,,,,,712,Dried vegetables,8,Weight in kilograms,120,,,,120,,548,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,804,Ukraine,UKR,,,,,,,,712,Dried vegetables,8,Weight in kilograms,9,,,,9,,72,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,842,USA,USA,,,,,,,,712,Dried vegetables,8,Weight in kilograms,64,,,,64,,1679,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,712,Dried vegetables,8,Weight in kilograms,135562,,,,135562,,117640,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,156,China,CHN,,,,,,,,712,Dried vegetables,8,Weight in kilograms,132198,,,,132198,,107480,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,251,France,FRA,,,,,,,,712,Dried vegetables,8,Weight in kilograms,26,,,,26,,1657,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,300,Greece,GRC,,,,,,,,712,Dried vegetables,8,Weight in kilograms,1500,,,,1500,,3750,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,712,Dried vegetables,8,Weight in kilograms,252,,,,252,,900,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,381,Italy,ITA,,,,,,,,712,Dried vegetables,8,Weight in kilograms,12,,,,12,,675,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,,,,,,,,712,Dried vegetables,8,Weight in kilograms,97,,,,97,,672,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,699,India,IND,,,,,,,,712,Dried vegetables,8,Weight in kilograms,1440,,,,1440,,2295,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,784,United Arab Emirates,ARE,,,,,,,,712,Dried vegetables,8,Weight in kilograms,37,,,,37,,210,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,712,Dried vegetables,8,Weight in kilograms,74453,,,,74453,,77207,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,156,China,CHN,,,,,,,,712,Dried vegetables,8,Weight in kilograms,54767,,,,54767,,52206,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,251,France,FRA,,,,,,,,712,Dried vegetables,8,Weight in kilograms,107,,,,107,,735,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,276,Germany,DEU,,,,,,,,712,Dried vegetables,8,Weight in kilograms,21,,,,21,,637,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,348,Hungary,HUN,,,,,,,,712,Dried vegetables,8,Weight in kilograms,2,,,,2,,66,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,712,Dried vegetables,8,Weight in kilograms,1350,,,,1350,,1781,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,699,India,IND,,,,,,,,712,Dried vegetables,8,Weight in kilograms,18118,,,,18118,,20770,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,724,Spain,ESP,,,,,,,,712,Dried vegetables,8,Weight in kilograms,5,,,,5,,149,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,804,Ukraine,UKR,,,,,,,,712,Dried vegetables,8,Weight in kilograms,75,,,,75,,676,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,842,USA,USA,,,,,,,,712,Dried vegetables,8,Weight in kilograms,8,,,,8,,186,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,6305512,,,,6305512,,3938399,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,32,Argentina,ARG,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,59450,,,,59450,,30515,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,124,Canada,CAN,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,2285316,,,,2285316,,1592208,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,156,China,CHN,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,1499159,,,,1499159,,929231,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,348,Hungary,HUN,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,19994,,,,19994,,33003,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,225003,,,,225003,,133461,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,417,Kyrgyzstan,KGZ,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,1890,,,,1890,,4779,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,476866,,,,476866,,259837,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,699,India,IND,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,88975,,,,88975,,73160,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,760,Syria,SYR,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,1170,,,,1170,,2287,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,784,United Arab Emirates,ARE,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,105,,,,105,,170,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,804,Ukraine,UKR,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,1603850,,,,1603850,,823100,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,842,USA,USA,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,9735,,,,9735,,34088,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,860,Uzbekistan,UZB,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,34000,,,,34000,,22560,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,5867254,,,,5867254,,4712273,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,32,Argentina,ARG,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,93000,,,,93000,,95546,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,36,Australia,AUS,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,1000,,,,1000,,1701,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,56,Belgium,BEL,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,21000,,,,21000,,25201,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,104,Myanmar,MMR,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,6000,,,,6000,,5851,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,124,Canada,CAN,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,2151822,,,,2151822,,1669992,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,156,China,CHN,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,1190583,,,,1190583,,1142839,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,251,France,FRA,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,22,,,,22,,205,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,268,Georgia,GEO,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,360,,,,360,,393,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,56080,,,,56080,,51718,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,381,Italy,ITA,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,16,,,,16,,78,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,528,Netherlands,NLD,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,3,,,,3,,378,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,600806,,,,600806,,498211,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,699,India,IND,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,29350,,,,29350,,28601,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,760,Syria,SYR,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,10794,,,,10794,,16855,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,764,Thailand,THA,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,21990,,,,21990,,21990,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,784,United Arab Emirates,ARE,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,40,,,,40,,100,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,804,Ukraine,UKR,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,1544075,,,,1544075,,988332,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,826,United Kingdom,GBR,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,1000,,,,1000,,1401,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,842,USA,USA,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,61313,,,,61313,,96824,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,860,Uzbekistan,UZB,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,78000,,,,78000,,66059,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,4048988,,,,4048988,,3037095,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,32,Argentina,ARG,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,24000,,,,24000,,24000,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,36,Australia,AUS,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,22900,,,,22900,,20610,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,104,Myanmar,MMR,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,28562,,,,28562,,29712,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,124,Canada,CAN,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,657481,,,,657481,,476399,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,156,China,CHN,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,68801,,,,68801,,70865,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,251,France,FRA,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,22,,,,22,,174,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,276,Germany,DEU,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,20,,,,20,,118,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,348,Hungary,HUN,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,12952,,,,12952,,23846,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,364,Iran,IRN,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,86888,,,,86888,,78336,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,381,Italy,ITA,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,74,,,,74,,415,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,404,Kenya,KEN,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,12,,,,12,,130,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,417,Kyrgyzstan,KGZ,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,22000,,,,22000,,28623,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,458,Malaysia,MYS,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,200,,,,200,,123,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,484,Mexico,MEX,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,2500,,,,2500,,2900,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,604,Peru,PER,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,500,,,,500,,1250,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,1603922,,,,1603922,,1232173,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,699,India,IND,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,26002,,,,26002,,23703,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,760,Syria,SYR,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,2115,,,,2115,,1745,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,804,Ukraine,UKR,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,1402075,,,,1402075,,899781,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,826,United Kingdom,GBR,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,1500,,,,1500,,2250,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,842,USA,USA,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,46463,,,,46463,,60841,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,860,Uzbekistan,UZB,,,,,,,,713,Shelled leguminous vegetables,8,Weight in kilograms,40000,,,,40000,,59100,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,714,"Manioc, arrowroot, salep, Jerusalem artichokes, and sweet potatoes",8,Weight in kilograms,1715,,,,1715,,4021,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,156,China,CHN,,,,,,,,714,"Manioc, arrowroot, salep, Jerusalem artichokes, and sweet potatoes",8,Weight in kilograms,1600,,,,1600,,2720,,,0
H3,2010,2010,2010,4,0,1,Import,51,Armenia,ARM,410,Rep. of Korea,KOR,,,,,,,,714,"Manioc, arrowroot, salep, Jerusalem artichokes, and sweet potatoes",8,Weight in kilograms,115,,,,115,,1301,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,714,"Manioc, arrowroot, salep, Jerusalem artichokes, and sweet potatoes",8,Weight in kilograms,75,,,,75,,1480,,,0
H3,2011,2011,2011,4,0,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,,,,,,,,714,"Manioc, arrowroot, salep, Jerusalem artichokes, and sweet potatoes",8,Weight in kilograms,75,,,,75,,1480,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,0,World,WLD,,,,,,,,714,"Manioc, arrowroot, salep, Jerusalem artichokes, and sweet potatoes",8,Weight in kilograms,39,,,,39,,807,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,251,France,FRA,,,,,,,,714,"Manioc, arrowroot, salep, Jerusalem artichokes, and sweet potatoes",8,Weight in kilograms,5,,,,5,,69,,,0
H3,2012,2012,2012,4,0,1,Import,51,Armenia,ARM,643,Russian Federation,RUS,,,,,,,,714,"Manioc, arrowroot, salep, Jerusalem artichokes, and sweet potatoes",8,Weight in kilograms,34,,,,34,,738,,,0
